Age,IQ,CGPA,Years_of_Experience,Package_LPA
29,117,6.2,3,17.31
50,129,8.74,6,26.84
26,86,5.26,13,36.04
34,103,7.21,11,34.45
51,125,6.0,8,26.59
31,104,7.15,10,32.34
25,157,9.39,4,23.95
51,108,9.06,8,31.04
22,146,7.06,2,17.36
59,159,5.78,2,15.63
37,101,9.8,0,15.98
58,88,7.44,6,24.66
56,128,5.74,6,23.28
23,152,6.24,5,21.85
49,115,9.14,8,32.26
53,84,6.07,9,29.35
34,83,5.47,3,15.84
58,103,6.53,11,34.74
49,120,8.72,8,31.72
43,93,6.97,1,14.33
37,91,5.95,5,20.73
31,123,9.49,1,17.31
48,88,7.64,13,39.01
27,145,9.78,2,19.99
28,117,9.73,7,30.41
49,156,8.04,0,13.68
45,136,7.27,11,35.76
27,126,7.07,11,35.65
42,134,7.15,8,28.83
29,81,5.16,6,20.83
31,97,8.41,8,29.85
54,145,6.56,13,37.44
47,136,6.66,2,16.62
42,143,8.92,9,33.63
23,106,9.9,9,34.54
28,132,5.56,11,32.25
26,138,6.07,4,19.02
45,108,5.44,12,33.4
22,151,8.95,3,21.63
36,93,8.62,8,31.43
41,147,8.19,2,18.35
35,122,5.96,12,34.47
54,108,7.72,12,38.38
40,136,8.0,13,39.55
51,112,9.75,9,35.08
35,100,8.38,8,30.85
48,120,9.33,1,18.69
26,80,9.19,3,20.34
23,106,8.77,7,28.7
58,81,6.84,7,25.99
43,143,9.39,13,41.71
23,130,8.79,1,16.99
28,133,8.64,11,37.18
22,153,5.69,1,12.66
27,153,9.64,0,17.79
37,109,5.01,5,20.39
27,80,6.55,14,39.21
53,108,8.39,1,16.7
56,92,5.75,13,36.61
24,152,8.86,9,33.89
36,122,5.72,0,9.7
41,120,5.01,3,15.63
38,154,5.14,9,27.0
48,137,6.08,12,35.59
36,156,7.72,0,13.94
42,93,5.38,11,32.63
26,120,6.8,13,38.08
50,146,5.95,7,25.72
48,133,9.4,4,25.06
37,85,6.34,2,15.37
56,125,8.26,6,26.64
32,156,8.67,11,36.54
32,80,5.69,9,27.64
56,108,5.61,8,27.51
49,157,9.55,8,32.65
22,155,5.79,4,18.41
49,105,7.75,13,40.22
50,137,8.02,4,22.25
56,82,6.6,10,30.7
45,139,7.41,14,40.53
41,93,6.52,13,37.17
42,102,9.14,4,24.01
30,141,5.76,13,36.94
51,89,6.51,14,39.41
29,83,7.53,4,20.73
59,118,6.5,6,24.29
54,153,9.31,8,31.53
59,113,9.48,11,37.59
43,104,9.03,10,35.46
32,131,9.43,5,26.04
27,94,7.15,1,14.59
52,91,7.7,5,22.37
39,80,8.17,8,30.01
42,88,8.91,4,22.58
36,138,6.75,9,30.36
28,93,5.31,10,28.86
50,110,9.35,8,32.66
26,132,8.86,9,33.6
22,142,7.48,1,14.84
54,89,5.42,4,17.15
49,122,7.17,9,31.51
40,97,5.27,6,21.78
23,146,7.71,9,32.55
55,138,5.38,10,30.72
28,155,8.71,6,27.87
32,102,5.6,9,28.27
52,154,6.82,0,11.7
49,125,6.51,1,13.58
41,128,6.06,5,20.56
23,102,9.74,12,39.16
58,91,8.78,13,41.36
47,108,8.75,14,43.23
23,138,6.96,6,23.74
21,132,8.65,10,34.89
40,147,7.45,10,32.79
27,142,7.32,11,35.43
21,108,9.09,1,18.0
30,82,6.74,6,24.42
32,116,5.45,6,22.1
24,142,5.25,12,33.48
27,102,9.23,6,27.2
30,128,8.99,3,21.18
42,156,7.77,3,20.92
45,82,6.73,4,20.2
49,101,6.18,3,16.67
59,115,9.15,2,20.79
35,89,5.58,4,17.71
39,88,9.25,7,29.65
59,135,6.51,5,22.88
38,134,6.1,11,33.26
23,98,9.65,6,27.64
26,151,6.97,10,32.23
42,112,9.77,3,22.17
51,99,8.22,5,23.97
41,114,8.03,0,13.89
28,110,6.91,3,17.99
21,129,6.3,6,23.51
23,125,5.53,11,32.0
49,157,7.94,13,40.26
26,89,5.25,12,33.56
53,146,7.03,8,29.12
38,113,9.29,13,42.39
21,130,9.56,2,20.43
42,118,7.16,5,21.62
51,147,6.75,5,22.65
43,91,7.58,12,37.57
28,105,5.51,10,29.81
49,150,5.54,10,31.02
39,146,5.2,0,9.46
36,81,9.36,5,25.82
39,91,8.98,10,35.85
57,138,6.3,10,31.5
42,111,8.44,7,28.76
39,130,9.45,10,35.84
24,90,9.07,1,17.08
25,111,5.96,14,37.73
25,143,6.48,9,29.37
45,124,6.42,7,26.16
44,158,7.23,9,31.07
21,133,7.41,11,34.85
48,85,6.44,2,16.04
41,105,9.25,12,39.9
39,87,5.31,14,37.93
43,87,7.58,11,34.5
34,117,6.78,5,21.91
26,87,9.03,5,24.75
52,96,9.73,4,24.71
52,82,5.56,9,28.24
28,120,7.24,10,32.58
57,152,7.05,3,19.41
42,132,5.1,14,38.54
28,149,9.31,13,41.55
58,141,6.05,1,13.64
30,132,5.43,0,9.7
23,138,9.53,8,33.38
33,102,6.43,9,28.26
59,126,7.78,10,33.54
50,114,7.83,6,25.33
24,93,10.0,11,38.91
26,144,9.13,8,32.48
36,128,6.16,6,23.42
42,115,8.06,8,30.18
47,80,5.12,3,15.4
41,101,7.89,4,21.63
49,114,9.63,8,33.14
21,82,5.4,10,28.85
50,91,5.51,1,12.54
44,116,5.21,13,34.96
33,137,7.85,11,36.29
50,156,6.75,1,14.18
46,91,5.42,13,35.55
54,81,6.18,2,15.88
40,144,9.53,10,35.71
26,137,6.67,1,14.39
29,139,5.79,10,30.52
57,120,6.92,7,27.22
57,114,6.62,6,24.36
36,90,8.3,1,15.87
24,131,6.22,3,16.69
52,131,5.03,3,15.07
40,141,8.74,0,14.8
49,142,7.51,5,23.24
51,94,6.06,11,32.5
37,149,7.11,13,39.26
45,119,7.28,1,15.52
36,88,9.53,4,24.02
40,149,5.09,9,28.15
30,96,9.65,11,38.16
43,102,5.18,10,30.03
53,137,9.94,9,35.26
33,159,7.53,2,17.9
45,130,7.21,4,21.19
57,136,8.65,7,29.67
56,95,5.14,3,15.95
44,124,9.17,12,39.94
26,140,9.52,5,25.84
35,91,5.32,9,27.53
54,152,7.34,11,35.82
24,85,6.79,10,31.15
34,83,8.69,4,22.57
24,153,8.8,13,41.08
48,114,7.97,6,26.61
49,126,9.08,8,31.58
38,98,8.33,13,40.0
40,106,7.49,1,15.68
52,90,7.83,6,26.13
28,149,6.54,11,33.49
33,138,7.24,5,22.69
29,120,9.68,5,26.45
53,122,8.74,4,23.71
32,107,6.11,14,38.88
57,142,5.46,9,28.49
45,146,5.34,13,35.93
45,124,9.26,2,20.02
36,103,9.18,0,15.3
36,156,6.6,10,32.84
59,143,5.06,12,33.54
55,158,7.13,11,36.22
43,152,6.68,13,38.43
28,118,5.64,5,19.62
23,124,5.99,14,38.47
44,140,8.01,7,27.75
42,122,8.59,0,15.07
34,146,7.86,7,29.21
42,159,5.84,1,13.15
54,121,6.56,1,14.58
56,120,8.52,6,28.17
51,126,5.41,0,11.1
41,122,8.42,12,38.81
25,102,9.27,7,29.53
39,111,8.96,3,21.61
41,153,7.88,2,17.62
22,136,9.47,14,43.5
23,117,5.29,3,15.16
50,156,7.66,8,30.18
54,94,8.86,4,23.2
45,107,7.29,3,19.46
55,92,9.94,6,29.99
49,114,5.09,6,21.6
32,81,6.66,6,24.48
43,140,9.46,9,34.8
48,144,5.85,7,24.49
37,120,7.29,10,33.63
36,83,8.7,2,18.82
29,132,7.5,12,36.49
23,93,6.91,10,31.65
42,96,5.1,8,25.35
51,93,8.96,1,16.94
34,120,8.56,6,27.02
23,141,9.55,9,35.28
58,131,9.53,1,18.65
43,106,9.26,9,34.23
41,119,6.81,9,29.75
44,114,7.15,14,41.09
52,138,9.62,14,45.5
25,128,5.75,9,28.21
53,142,5.13,13,35.34
39,90,8.22,2,18.68
54,159,6.65,6,23.47
23,85,5.98,11,32.59
59,120,7.11,12,37.86
48,111,6.22,9,28.93
31,100,6.36,5,20.79
30,154,6.04,12,35.48
22,136,8.81,1,17.14
59,84,9.81,0,16.61
47,107,8.19,10,34.74
29,154,7.78,4,21.04
59,156,9.44,14,45.27
21,149,5.11,1,11.92
53,106,6.07,12,34.88
58,132,7.32,2,18.11
53,127,5.53,8,26.69
23,157,6.98,10,32.78
52,137,6.91,12,35.69
33,88,9.73,10,34.95
41,134,5.82,4,18.8
24,124,7.38,4,20.62
37,107,5.54,1,11.77
24,107,8.93,1,17.28
40,125,8.75,10,35.34
32,104,9.84,6,27.63
46,105,6.79,12,36.8
56,141,9.95,14,45.35
36,147,8.47,5,24.48
27,146,5.42,14,38.38
53,113,5.2,9,28.87
22,100,5.61,11,30.85
53,113,5.0,1,11.18
34,123,8.46,1,16.75
40,155,9.79,6,29.11
57,100,5.22,4,18.54
47,97,5.99,11,33.09
41,115,9.8,6,27.99
22,149,6.24,5,20.69
36,132,9.28,11,37.55
39,99,5.98,3,17.23
24,82,9.85,7,29.92
30,87,6.95,5,21.87
42,127,8.53,5,25.1
32,102,9.72,14,45.13
22,80,6.39,11,32.43
22,81,7.16,1,13.46
54,153,6.37,10,32.1
38,116,7.44,2,16.7
36,130,9.53,9,33.92
39,123,5.98,13,36.83
45,103,7.61,8,29.77
50,111,5.77,0,10.68
26,135,7.03,3,18.69
47,129,6.01,2,14.68
35,143,6.14,11,34.3
51,109,7.35,7,27.23
42,117,8.71,11,36.97
32,157,5.64,7,23.73
30,134,8.95,7,29.39
41,82,9.94,14,44.68
51,104,6.53,12,35.75
56,124,6.0,11,33.61
30,141,5.14,9,27.85
39,86,5.97,6,22.13
43,106,7.99,5,24.45
30,102,9.23,5,25.4
47,111,5.03,11,31.71
22,81,8.15,6,26.17
31,154,5.73,10,30.24
28,113,9.0,9,33.18
39,131,6.09,9,29.13
36,140,5.33,12,33.22
24,113,9.9,9,34.6
34,86,7.32,0,13.63
42,89,6.89,9,30.42
37,81,7.88,6,25.34
46,109,7.78,7,26.94
55,108,5.23,7,24.15
56,139,6.73,4,19.76
50,96,8.06,12,38.47
41,135,9.72,3,22.43
40,130,8.26,8,30.45
46,104,5.85,8,26.84
32,95,5.05,5,18.93
28,104,8.93,9,33.35
55,94,9.16,12,40.34
49,158,5.92,7,25.0
27,136,6.6,10,32.51
30,94,8.93,14,43.67
59,135,8.42,3,21.94
40,116,5.66,2,13.92
48,144,8.32,1,16.57
34,112,8.55,11,36.68
32,82,9.94,6,28.06
28,128,9.46,11,38.76
27,101,5.18,0,8.63
25,133,5.53,8,26.34
21,100,7.01,1,14.35
29,106,6.6,1,13.86
38,83,5.52,7,23.9
30,80,8.8,12,39.19
21,83,6.46,11,33.58
40,134,9.24,13,41.86
49,103,6.77,11,33.74
22,108,8.72,10,34.17
46,101,6.05,5,20.46
31,102,7.35,5,22.28
45,157,7.77,6,26.73
54,87,7.24,4,19.99
21,137,8.89,2,19.6
51,159,8.31,2,18.58
58,138,7.91,1,17.2
42,86,6.16,12,35.36
22,104,7.62,3,19.3
21,124,8.52,13,40.41
44,105,9.71,0,17.18
56,109,5.69,5,20.12
56,145,9.33,2,20.96
54,132,5.6,9,28.83
29,152,8.41,9,32.87
32,118,8.21,4,22.13
40,90,9.37,14,44.14
24,158,5.3,7,23.78
35,91,9.43,14,44.44
24,129,6.63,0,11.25
25,135,7.4,6,25.09
30,119,9.29,1,17.95
56,95,7.74,12,37.74
55,128,6.7,3,17.95
21,111,8.9,14,42.5
38,124,5.34,3,15.87
51,159,8.35,11,36.6
26,150,5.01,5,20.32
26,84,5.19,6,21.12
39,123,9.81,9,35.09
52,120,7.37,0,13.56
50,146,5.3,7,25.34
46,153,9.45,5,25.75
23,154,5.6,4,18.55
53,101,5.17,4,17.67
51,96,6.96,8,28.6
40,129,5.82,9,29.09
24,110,5.38,7,23.74
52,92,6.13,2,15.63
38,153,5.31,5,21.0
30,130,6.93,9,30.08
42,112,9.54,12,39.28
37,99,6.33,7,25.34
24,127,8.67,2,19.57
57,157,5.39,14,39.02
27,151,5.17,4,18.13
28,151,6.12,6,23.13
21,153,8.58,6,26.06
28,93,6.12,10,30.18
39,141,5.51,14,37.87
37,130,6.96,6,24.45
29,157,8.23,13,40.87
36,149,8.59,6,27.23
57,100,5.52,10,29.66
47,117,5.75,4,18.72
22,94,5.04,9,27.82
56,115,9.67,5,27.22
32,88,7.15,3,17.55
55,138,5.0,6,22.3
51,133,8.2,5,25.51
39,96,8.53,2,18.28
46,83,6.62,3,17.02
56,92,5.12,9,27.88
24,154,9.97,2,21.06
51,122,6.47,0,11.56
33,87,5.41,7,23.76
59,99,9.81,12,40.58
24,150,6.07,10,31.59
33,140,8.22,6,26.39
29,123,7.48,10,32.17
22,130,8.92,6,26.46
55,137,5.54,14,38.76
32,154,8.82,14,43.08
37,109,7.2,13,38.21
24,89,5.71,1,11.88
34,97,8.27,3,19.75
41,104,9.53,11,37.5
28,113,6.63,14,39.14
53,123,8.84,12,39.42
48,118,5.75,4,19.04
23,147,9.95,11,38.26
34,122,8.52,6,25.8
39,99,7.77,4,22.04
26,151,7.36,6,24.44
56,81,8.27,11,36.03
40,106,8.93,7,29.9
21,113,5.61,3,16.73
30,134,8.31,8,30.46
33,115,9.6,1,18.07
32,151,6.37,5,21.35
31,151,8.87,0,15.83
56,148,5.53,8,27.54
37,144,9.5,0,15.62
49,123,5.19,8,25.21
23,122,5.05,1,11.26
49,153,6.88,13,39.05
30,145,7.65,11,36.33
39,100,7.27,3,19.11
24,140,5.91,2,13.91
58,92,9.01,11,36.96
32,107,8.52,3,20.21
51,109,9.38,7,29.51
22,81,5.1,7,22.21
21,137,6.72,7,25.49
37,100,5.99,7,25.22
45,125,8.19,3,20.48
25,104,9.88,9,34.54
34,136,6.48,5,21.02
30,99,9.27,1,17.88
41,85,9.34,6,27.89
45,97,6.43,14,39.69
55,128,5.39,7,24.3
23,99,9.33,3,21.19
38,113,9.01,13,41.29
56,89,8.11,4,21.89
59,112,6.92,2,16.95
53,134,6.08,13,37.35
37,98,6.64,13,37.25
26,145,5.53,8,25.87
54,126,9.13,12,40.3
46,128,5.69,7,23.63
51,146,5.68,3,16.96
48,109,9.44,1,17.49
56,138,8.45,12,39.14
33,157,6.28,11,33.49
41,110,6.36,8,27.35
46,100,9.33,1,18.34
51,96,7.94,9,31.17
36,132,7.09,14,40.78
51,130,9.49,13,42.61
33,103,6.03,2,14.86
50,119,7.72,4,22.59
52,126,9.65,2,19.82
25,99,7.4,10,32.79
32,95,6.47,14,40.19
59,137,9.97,7,31.37
57,128,7.63,9,31.72
24,121,7.06,9,31.06
49,91,6.65,5,22.39
25,120,6.6,11,34.11
31,137,5.8,11,32.61
50,139,8.9,10,36.15
29,103,6.99,9,29.74
48,92,7.84,5,23.03
42,113,8.38,14,41.88
31,140,7.62,8,29.28
41,106,6.53,8,27.84
26,146,8.89,9,33.24
46,93,7.66,14,40.82
36,120,5.72,10,31.04
34,136,6.21,10,30.79
55,109,6.05,11,32.76
56,124,7.38,10,33.1
42,153,5.44,2,14.49
22,80,8.15,12,37.4
33,131,9.33,4,23.59
31,99,8.38,13,40.12
32,102,6.32,5,20.85
53,157,7.36,13,39.52
42,85,6.35,4,19.75
29,112,6.69,3,17.38
27,87,8.68,6,25.83
37,142,7.89,7,27.68
30,83,5.96,7,24.4
58,92,8.69,10,36.24
59,114,9.93,9,34.51
45,113,8.89,4,23.62
47,135,7.26,4,21.71
50,90,6.11,2,15.64
50,117,6.41,13,37.57
54,124,5.31,13,36.15
53,137,6.52,5,21.99
52,113,8.26,14,43.0
32,154,8.67,1,17.25
43,151,7.74,6,26.53
49,103,9.44,7,30.06
21,153,5.84,7,24.43
40,158,7.65,2,17.09
30,142,5.6,7,25.49
39,118,6.29,1,12.7
43,100,9.61,8,31.55
41,115,9.77,8,31.54
55,127,5.72,7,25.11
52,92,7.14,2,16.37
30,81,8.77,10,35.47
22,106,8.37,13,39.59
56,86,8.46,1,16.62
26,98,8.05,4,20.95
37,119,5.93,0,11.22
35,100,8.96,12,38.14
56,137,8.2,2,18.41
44,105,7.67,10,32.58
49,153,5.39,14,38.59
34,115,5.85,4,17.96
22,123,8.84,7,28.7
42,143,6.89,10,32.41
26,106,7.79,10,33.11
29,87,9.36,9,32.87
32,80,5.79,2,13.89
59,102,5.89,11,32.23
25,152,7.03,5,22.24
21,110,8.38,12,37.8
30,86,5.83,7,24.18
31,88,7.65,2,16.77
47,150,8.46,13,40.95
43,132,6.53,11,34.22
40,95,6.76,0,11.76
25,153,9.38,5,25.48
33,103,5.9,3,16.41
30,153,8.85,12,39.77
56,125,5.91,4,19.68
36,108,7.16,3,18.42
27,109,8.64,2,19.68
52,130,6.88,14,40.24
45,110,5.39,3,16.08
46,109,6.77,2,15.34
56,113,6.14,1,12.85
48,98,5.75,6,23.43
32,154,8.03,5,24.34
46,107,5.19,6,22.2
24,85,9.24,13,41.14
43,96,8.77,2,19.04
44,115,8.77,8,32.03
51,80,8.7,0,15.39
50,95,6.36,4,18.24
23,147,5.63,0,11.29
36,126,9.96,8,32.92
54,102,9.98,0,17.25
58,146,9.75,3,23.82
48,141,8.39,3,19.93
27,94,7.32,11,34.53
28,154,5.99,4,19.55
27,146,7.74,2,17.38
57,122,6.49,4,19.81
27,87,5.97,13,36.51
38,123,8.85,9,33.59
59,105,5.55,1,12.53
41,146,8.89,11,37.08
54,111,6.15,2,16.08
47,143,5.0,3,16.51
28,122,5.82,10,30.68
54,153,9.25,0,16.1
38,153,7.6,11,36.79
32,141,8.84,4,24.04
42,90,6.51,6,23.21
42,157,9.61,14,43.85
28,88,9.5,14,43.68
48,127,6.61,5,21.88
52,85,9.26,0,15.14
31,133,6.23,14,39.5
41,141,9.89,3,23.32
46,133,7.58,1,15.83
34,135,7.76,12,37.72
35,109,5.09,3,14.52
34,82,8.75,0,15.21
32,140,6.23,4,19.17
56,94,5.86,10,31.25
23,82,6.88,8,26.96
27,94,6.64,2,16.01
59,146,5.7,2,15.21
21,108,8.96,4,22.39
59,110,8.61,11,36.73
45,150,6.44,1,13.64
51,150,7.49,0,12.95
42,134,6.45,3,17.03
30,154,5.46,12,34.01
38,122,7.0,14,40.76
33,104,6.85,13,38.0
28,134,9.45,12,40.21
29,129,8.28,10,34.74
35,117,8.88,10,35.09
28,139,8.37,6,26.99
53,131,6.38,6,24.47
55,153,9.08,13,42.85
39,149,8.41,10,34.84
50,155,5.51,1,12.11
29,124,7.26,2,16.18
39,98,5.17,6,21.43
46,84,6.78,8,27.87
21,121,8.12,8,29.43
23,109,7.6,5,23.15
54,144,7.37,10,33.28
45,155,6.01,2,15.85
50,158,5.55,0,10.33
21,84,7.03,9,29.65
38,117,7.13,5,23.0
53,90,8.64,9,33.34
29,108,5.61,0,9.94
27,93,6.7,4,19.76
50,153,6.75,5,22.84
33,89,7.1,8,27.04
37,118,5.63,3,16.44
33,139,8.32,2,17.96
33,102,6.91,2,16.45
58,101,7.71,10,34.66
57,102,5.45,9,28.75
30,101,8.47,11,37.49
34,141,8.25,8,30.31
25,98,7.16,12,36.04
56,101,7.32,13,39.37
55,80,6.39,10,32.18
43,113,6.49,5,22.6
25,105,9.71,7,30.95
48,83,5.06,7,23.76
43,127,7.76,7,28.48
54,124,6.55,9,30.27
51,91,6.77,1,14.99
27,116,7.64,13,38.37
27,82,6.98,9,30.39
24,107,5.75,3,16.56
52,81,6.12,0,10.43
48,135,5.16,1,11.96
24,144,6.89,14,40.53
59,125,9.48,5,25.54
28,123,7.46,7,26.17
34,97,7.74,3,18.56
50,152,7.22,5,22.73
23,116,9.44,6,28.46
22,133,7.15,7,26.11
30,104,8.77,1,17.7
26,141,8.76,0,15.36
27,104,7.49,3,18.45
36,131,8.27,14,42.5
26,142,7.18,12,35.91
36,94,8.75,0,14.34
47,125,9.31,14,44.33
32,135,9.45,6,28.76
42,105,5.49,9,27.41
35,143,6.67,14,39.62
42,99,6.47,5,21.39
55,146,9.23,0,17.44
35,104,8.21,5,24.35
43,100,7.0,3,18.36
58,113,6.78,14,40.15
22,104,5.06,11,30.97
22,144,9.43,2,20.01
39,108,8.98,9,34.41
25,111,7.27,9,29.7
24,80,5.21,6,20.38
48,114,9.46,2,20.02
38,135,6.46,3,18.5
51,95,6.79,11,34.25
42,111,9.46,1,18.69
31,158,7.83,6,25.85
36,84,7.36,11,34.73
24,89,7.24,8,28.61
41,151,7.67,3,19.66
45,158,5.66,7,24.99
40,99,6.33,3,17.59
28,91,5.1,9,28.37
29,147,9.59,13,42.17
38,142,9.47,3,22.13
51,105,8.1,8,30.57
55,139,7.02,4,20.49
50,153,7.94,4,23.05
38,140,7.19,4,20.94
39,94,9.32,9,33.51
44,84,7.88,4,21.59
42,111,8.9,14,44.54
34,101,5.71,4,17.86
39,101,9.63,0,15.4
49,91,5.57,0,10.84
42,143,8.76,5,25.28
50,154,7.16,4,20.88
35,159,8.36,13,40.15
41,95,9.43,2,20.73
46,144,7.49,3,20.48
56,130,9.67,11,38.53
32,111,6.2,3,17.12
27,132,9.43,1,18.73
31,82,7.08,7,25.82
59,92,7.43,1,15.38
40,137,7.15,3,19.39
55,124,5.9,13,36.96
24,103,8.43,13,40.68
22,130,7.69,12,36.58
40,92,9.04,2,19.03
40,103,9.58,5,26.33
32,84,6.26,0,10.84
37,129,8.61,1,16.89
38,155,6.35,11,33.63
44,128,8.5,0,14.88
28,97,6.64,4,18.6
57,112,9.12,1,18.16
50,137,9.01,4,24.3
40,110,6.0,10,31.68
43,113,9.62,10,37.13
57,153,7.17,6,25.85
30,110,7.35,4,20.25
53,158,6.31,5,22.45
44,106,6.75,7,26.01
56,138,7.39,1,15.5
36,106,5.8,1,12.35
48,80,7.89,0,13.79
32,155,7.82,4,21.49
40,147,7.56,10,33.85
38,102,6.51,5,21.25
57,131,5.26,0,9.78
46,136,9.23,8,32.69
27,130,7.27,13,38.79
41,142,8.54,3,21.37
52,156,5.38,3,16.28
27,107,5.74,1,11.88
43,103,8.86,1,18.09
40,101,8.36,0,14.05
40,119,8.51,10,35.4
52,154,5.12,14,38.15
46,87,6.91,12,36.22
56,91,6.57,1,14.8
44,128,9.0,12,39.59
21,100,6.95,1,13.92
48,146,5.04,7,22.89
46,118,7.03,0,13.11
54,141,6.42,11,34.26
46,137,8.82,6,27.16
56,141,8.39,9,34.41
25,149,8.49,0,14.41
22,115,9.28,6,27.1
52,124,9.78,1,18.9
54,158,9.91,13,42.89
50,94,9.91,11,38.83
44,141,9.37,1,17.35
48,117,7.95,11,36.58
23,143,6.24,13,37.25
30,150,5.05,13,35.57
26,88,6.76,11,33.66
54,154,9.12,12,39.77
51,159,8.53,3,20.85
33,150,5.7,6,23.13
59,104,5.0,4,17.98
40,157,6.31,7,25.36
52,144,8.85,14,44.13
30,99,8.33,11,37.63
46,107,8.29,2,18.2
39,128,8.49,9,33.49
49,113,6.36,12,35.72
33,152,7.96,0,14.0
54,99,9.9,8,32.55
40,101,6.4,4,19.89
38,156,9.33,4,24.56
54,123,9.53,2,21.15
28,126,6.99,2,16.74
36,104,5.37,8,26.4
43,101,9.97,10,37.45
52,140,5.47,2,14.47
33,131,9.14,14,43.87
46,99,6.74,12,36.11
58,159,8.05,1,16.51
21,99,6.5,1,12.64
22,124,6.87,5,22.76
59,116,6.42,8,28.34
33,94,6.03,4,19.54
47,155,6.81,7,26.97
24,88,9.33,6,27.27
40,123,5.41,9,28.0
23,94,5.06,1,10.78
43,123,6.18,4,19.28
22,91,9.23,1,17.13
36,106,9.65,9,34.6
30,98,9.06,11,36.55
48,104,5.19,5,19.48
38,153,5.98,0,10.51
22,143,6.65,12,36.06
34,91,8.42,3,20.59
40,129,6.64,4,20.41
43,151,7.47,8,29.14
27,90,5.2,3,14.79
34,102,5.18,12,33.1
57,94,8.66,1,16.51
28,142,5.53,0,10.56
25,99,6.38,6,22.67
43,157,5.02,14,38.12
30,89,7.74,3,19.65
47,140,7.72,13,39.81
55,126,7.23,4,21.13
21,128,8.93,7,28.71
27,128,6.92,11,34.54
28,155,6.24,6,23.3
31,112,6.67,6,23.74
54,157,8.45,0,15.86
48,102,9.74,14,44.58
54,132,8.52,9,32.66
40,116,9.96,6,28.87
48,101,8.03,4,21.99
57,81,9.74,6,28.77
23,99,5.71,7,24.73
29,84,6.19,11,32.12
42,82,8.3,1,16.1
45,156,7.45,10,33.4
22,156,6.82,1,14.49
43,91,6.77,2,16.14
37,111,6.51,14,39.48
45,137,9.05,14,43.49
32,150,6.77,4,21.07
47,149,5.38,12,34.46
40,119,5.76,3,16.27
29,85,7.47,0,11.35
43,142,5.64,9,28.84
56,104,9.16,13,41.88
48,148,9.57,3,23.16
49,152,5.33,8,26.66
52,129,9.36,8,32.62
32,119,8.43,4,21.92
50,80,6.63,10,31.29
31,125,6.26,11,33.61
57,152,7.03,4,20.93
40,118,8.0,1,16.01
31,89,6.2,1,11.99
58,128,9.4,3,21.66
36,93,5.14,14,36.97
55,125,5.35,5,20.38
21,119,7.39,4,20.92
45,98,6.71,8,28.3
47,96,6.56,0,11.55
52,125,7.28,14,41.12
26,152,7.87,4,21.95
56,144,5.74,11,33.18
59,149,9.25,10,36.57
43,117,6.72,10,32.73
49,96,7.46,6,25.93
50,152,7.83,4,21.24
42,90,8.24,4,22.23
31,132,5.56,10,30.12
46,97,9.22,8,31.48
43,86,5.32,12,33.5
23,114,6.09,13,37.5
26,123,5.49,4,18.21
27,150,8.82,4,24.09
59,118,8.57,10,35.72
42,90,6.49,10,32.21
53,89,8.91,9,33.36
23,155,9.55,3,21.96
50,88,5.92,1,12.8
44,87,6.84,7,25.83
23,127,7.65,14,41.33
22,100,6.52,14,38.08
39,159,8.32,3,20.54
44,85,9.17,3,21.5
40,138,8.65,3,21.1
51,147,9.72,11,38.59
51,102,6.94,7,27.14
57,152,5.91,5,21.26
49,154,9.35,10,36.92
24,114,9.94,2,19.4
30,91,7.24,9,29.67
56,150,5.95,13,36.62
55,136,6.44,4,19.57
41,108,7.21,6,24.46
21,146,5.7,8,26.27
32,140,6.96,9,30.04
44,140,8.48,2,18.19
22,109,7.6,12,36.98
40,106,8.92,5,25.2
36,109,5.53,6,22.52
54,134,9.19,7,30.12
33,102,6.67,7,25.55
38,116,6.77,0,12.73
49,105,7.96,1,15.53
34,115,8.6,12,38.0
50,142,5.77,2,15.67
55,116,5.1,1,12.36
29,130,6.38,12,36.43
57,147,6.64,12,36.91
59,157,5.76,5,20.62
32,142,8.84,2,18.98
41,116,8.28,13,40.1
38,110,6.02,12,34.38
31,157,5.78,9,29.67
47,104,7.43,5,21.93
44,152,9.28,13,42.5
54,104,6.88,3,18.45
40,125,8.15,2,17.93
33,109,6.12,1,12.52
28,99,9.53,7,28.89
57,102,9.08,13,42.51
25,80,9.16,11,36.98
27,94,5.05,3,14.27
32,100,7.45,9,30.52
24,109,5.13,1,11.87
39,90,9.24,8,31.32
21,131,5.86,5,20.83
33,109,8.62,3,21.0
45,88,6.24,9,29.22
54,148,9.17,3,21.3
55,126,6.57,7,26.08
37,113,5.2,9,28.13
46,112,5.24,7,22.51
41,144,9.29,11,38.24
32,130,9.47,14,44.2
36,158,8.73,4,23.34
40,110,9.86,10,37.31
30,135,9.57,9,34.32
43,155,8.59,11,36.47
50,150,5.06,4,18.06
28,124,5.94,0,10.69
25,112,6.09,3,16.47
32,130,6.4,3,16.34
34,84,6.35,10,31.48
32,117,5.95,4,18.13
44,84,7.43,11,34.6
37,135,9.8,10,36.55
21,150,5.23,0,10.11
57,104,5.85,10,31.22
31,146,6.82,5,22.41
26,131,8.05,2,17.78
35,115,5.67,4,18.99
43,102,7.8,1,15.67
43,87,5.67,5,20.54
58,110,6.02,10,31.58
58,142,5.09,1,11.76
32,100,9.8,0,16.66
27,129,6.31,14,39.45
57,108,8.06,12,38.05
36,139,6.24,4,20.03
58,146,9.63,7,31.78
55,123,5.23,4,18.19
